batteryTimestamp,sentTimestamp
,1743074029872.0
,1743074030880.0
,1743074031886.0
,1743074032890.0
,1743074033893.0
,1743074034899.0
,1743074035909.0
,1743074036916.0
,1743074037922.0
,1743074038929.0
,1743074039934.0
,1743074040941.0
,1743074041948.0
,1743074042957.0
,1743074043966.0
,1743074044971.0
,1743074045981.0
,1743074046987.0
,1743074047994.0
,1743074048999.0
,1743074050006.0
,1743074051010.0
,1743074052015.0
,1743074053021.0
,1743074054028.0
,1743074055035.0
,1743074056044.0
,1743074057049.0
,1743074058055.0
,1743074059063.0
,1743074060068.0
,1743074061075.0
,1743074062083.0
,1743074063090.0
,1743074064096.0
,1743074065103.0
,1743074066107.0
,1743074067112.0
,1743074068119.0
,1743074069125.0
,1743074070133.0
,1743074071138.0
,1743074072146.0
,1743074073151.0
,1743074074155.0
,1743074075164.0
,1743074076168.0
,1743074077175.0
,1743074078181.0
,1743074079189.0
,1743074080195.0
,1743074081201.0
,1743074082206.0
,1743074083214.0
,1743074084223.0
,1743074085227.0
,1743074086232.0
,1743074087239.0
,1743074088245.0
,1743074089252.0
,1743074090260.0
,1743074091269.0
,1743074092276.0
,1743074093281.0
,1743074094288.0
,1743074095294.0
,1743074096301.0
,1743074097306.0
,1743074098312.0
,1743074099317.0
,1743074100322.0
,1743074101328.0
,1743074102334.0
,1743074103340.0
,1743074104346.0
,1743074105351.0
,1743074106356.0
,1743074107363.0
,1743074108368.0
,1743074109374.0
,1743074110385.0
,1743074111391.0
,1743074112404.0
,1743074113416.0
,1743074114426.0
,1743074115431.0
,1743074116440.0
,1743074117446.0
,1743074118451.0
,1743074119458.0
,1743074120463.0
,1743074121469.0
,1743074122476.0
,1743074123483.0
,1743074124490.0
,1743074125496.0
,1743074126504.0
,1743074127507.0
,1743074128515.0
,1743074129525.0
,1743074130530.0
,1743074131538.0
,1743074132546.0
,1743074133557.0
,1743074134564.0
,1743074135570.0
,1743074136580.0
,1743074137585.0
,1743074138591.0
,1743074139601.0
,1743074140608.0
,1743074141614.0
,1743074142621.0
,1743074143625.0
,1743074144631.0
,1743074145638.0
,1743074146643.0
,1743074147650.0
,1743074148656.0
,1743074149662.0
,1743074150667.0
,1743074151676.0
,1743074152687.0
,1743074153693.0
,1743074154699.0
,1743074155706.0
,1743074156712.0
,1743074157718.0
,1743074158724.0
,1743074159730.0
,1743074160740.0
,1743074161748.0
,1743074162756.0
,1743074163762.0
,1743074164774.0
,1743074165780.0
,1743074166786.0
,1743074167794.0
,1743074168804.0
,1743074169808.0
,1743074170818.0
,1743074171824.0
,1743074172832.0
,1743074173839.0
,1743074174848.0
,1743074175855.0
,1743074176862.0
,1743074177871.0
,1743074178877.0
,1743074179881.0
,1743074180888.0
,1743074181898.0
,1743074182906.0
,1743074183914.0
,1743074184920.0
,1743074185924.0
,1743074186935.0
,1743074187942.0
,1743074188948.0
,1743074189954.0
,1743074190958.0
,1743074191966.0
,1743074192970.0
,1743074193977.0
,1743074194983.0
,1743074195990.0
,1743074196995.0
,1743074197998.0
,1743074199005.0
,1743074200009.0
,1743074201016.0
,1743074202021.0
,1743074203028.0
,1743074204034.0
,1743074205039.0
,1743074206046.0
,1743074207054.0
,1743074208061.0
,1743074209068.0
,1743074210074.0
,1743074211080.0
,1743074212087.0
,1743074213093.0
,1743074214100.0
,1743074215105.0
,1743074216112.0
,1743074217119.0
,1743074218126.0
,1743074219133.0
,1743074220140.0
,1743074221149.0
,1743074222156.0
,1743074223162.0
,1743074224168.0
,1743074225175.0
,1743074226188.0
,1743074227192.0
,1743074228198.0
,1743074229203.0
,1743074230209.0
,1743074231214.0
,1743074232217.0
,1743074233226.0
,1743074234234.0
,1743074235240.0
,1743074236243.0
,1743074237250.0
,1743074238255.0
,1743074239260.0
,1743074240269.0
,1743074241275.0
,1743074242280.0
,1743074243287.0
,1743074244294.0
,1743074245306.0
,1743074246315.0
,1743074247322.0
,1743074248329.0
,1743074249336.0
,1743074250343.0
,1743074251347.0
,1743074252354.0
,1743074253361.0
,1743074254368.0
,1743074255375.0
,1743074256383.0
,1743074257387.0
,1743074258393.0
,1743074259397.0
,1743074260405.0
,1743074261408.0
,1743074262414.0
,1743074263416.0
,1743074264422.0
,1743074265428.0
,1743074266434.0
,1743074267441.0
,1743074268446.0
,1743074269452.0
,1743074270456.0
,1743074271460.0
,1743074272467.0
,1743074273471.0
,1743074274477.0
,1743074275485.0
,1743074276495.0
,1743074277500.0
,1743074278507.0
,1743074279512.0
,1743074280520.0
