finalTimestamp,sentFromPipelineTimestamp,receivedTimestamp,percentage
1743074121586,1743074121543,1743074121490.0,29
1743074122507,1743074122499,1743074122499.0,
1743074122589,1743074122557,1743074122498.0,30
1743074123494,1743074123486,1743074123486.0,
1743074123565,1743074123530,1743074123486.0,31
1743074124522,1743074124513,1743074124513.0,
1743074124604,1743074124570,1743074124512.0,32
1743074125533,1743074125526,1743074125525.0,
1743074125618,1743074125579,1743074125524.0,33
1743074126532,1743074126519,1743074126519.0,
1743074126609,1743074126574,1743074126523.0,34
1743074127534,1743074127527,1743074127526.0,
1743074127615,1743074127576,1743074127526.0,35
1743074128544,1743074128535,1743074128535.0,
1743074128626,1743074128586,1743074128534.0,36
1743074129534,1743074129526,1743074129526.0,
1743074129607,1743074129572,1743074129525.0,37
1743074130573,1743074130563,1743074130561.0,
1743074130658,1743074130623,1743074130563.0,38
1743074131572,1743074131564,1743074131564.0,
1743074131659,1743074131620,1743074131563.0,39
1743074132574,1743074132563,1743074132563.0,
1743074132673,1743074132632,1743074132562.0,40
1743074133581,1743074133573,1743074133573.0,
1743074133670,1743074133631,1743074133573.0,41
1743074134580,1743074134569,1743074134569.0,
1743074134671,1743074134629,1743074134569.0,42
1743074135602,1743074135594,1743074135594.0,
1743074135695,1743074135648,1743074135594.0,43
1743074136600,1743074136592,1743074136592.0,
1743074136686,1743074136650,1743074136592.0,44
1743074137615,1743074137606,1743074137605.0,
1743074137694,1743074137658,1743074137606.0,45
1743074138628,1743074138613,1743074138612.0,
1743074138712,1743074138676,1743074138612.0,46
1743074139614,1743074139606,1743074139605.0,
1743074139686,1743074139654,1743074139605.0,47
1743074140627,1743074140618,1743074140618.0,
1743074140719,1743074140683,1743074140618.0,48
1743074141650,1743074141642,1743074141641.0,
1743074141730,1743074141695,1743074141641.0,49
1743074142646,1743074142638,1743074142638.0,
1743074142724,1743074142686,1743074142638.0,50
1743074154859,1743074154848,1743074154847.0,
1743074154863,1743074154855,1743074154855.0,
1743074154875,1743074154863,1743074154862.0,
1743074154879,1743074154870,1743074154870.0,
1743074154885,1743074154876,1743074154876.0,
1743074154896,1743074154884,1743074154884.0,
1743074154900,1743074154892,1743074154892.0,
1743074154908,1743074154899,1743074154899.0,
1743074154917,1743074154907,1743074154907.0,
1743074154923,1743074154915,1743074154915.0,
1743074154933,1743074154898,1743074154848.0,51
1743074154936,1743074154898,1743074154855.0,52
1743074154937,1743074154924,1743074154924.0,
1743074154938,1743074154898,1743074154862.0,53
1743074154940,1743074154932,1743074154932.0,
1743074154954,1743074154922,1743074154875.0,54
1743074154956,1743074154922,1743074154877.0,55
1743074154957,1743074154922,1743074154884.0,56
1743074154959,1743074154922,1743074154891.0,57
1743074154979,1743074154945,1743074154899.0,58
1743074154981,1743074154946,1743074154907.0,59
1743074154982,1743074154946,1743074154915.0,60
1743074155004,1743074154971,1743074154923.0,61
1743074155006,1743074154972,1743074154932.0,62
1743074155735,1743074155727,1743074155727.0,
1743074155816,1743074155776,1743074155726.0,63
1743074156749,1743074156736,1743074156734.0,
1743074156833,1743074156802,1743074156739.0,64
1743074157750,1743074157737,1743074157737.0,
1743074157835,1743074157792,1743074157739.0,65
1743074158752,1743074158744,1743074158744.0,
1743074158840,1743074158800,1743074158743.0,66
1743074159742,1743074159733,1743074159733.0,
1743074159825,1743074159781,1743074159733.0,67
1743074160761,1743074160753,1743074160753.0,
1743074160858,1743074160815,1743074160752.0,68
1743074161763,1743074161754,1743074161754.0,
1743074161863,1743074161820,1743074161753.0,69
1743074162773,1743074162764,1743074162764.0,
1743074162861,1743074162825,1743074162764.0,70
1743074163794,1743074163786,1743074163786.0,
1743074163871,1743074163836,1743074163785.0,71
1743074164789,1743074164781,1743074164781.0,
1743074164883,1743074164842,1743074164780.0,72
1743074165806,1743074165798,1743074165798.0,
1743074165894,1743074165860,1743074165797.0,73
1743074166814,1743074166805,1743074166805.0,
1743074166889,1743074166854,1743074166804.0,74
1743074167826,1743074167818,1743074167818.0,
1743074167910,1743074167872,1743074167817.0,75
1743074168830,1743074168821,1743074168820.0,
1743074168902,1743074168870,1743074168821.0,76
1743074169824,1743074169816,1743074169815.0,
1743074169897,1743074169860,1743074169815.0,77
1743074170837,1743074170828,1743074170828.0,
1743074170914,1743074170882,1743074170828.0,78
1743074171839,1743074171831,1743074171830.0,
1743074171910,1743074171877,1743074171830.0,79
1743074172874,1743074172863,1743074172863.0,
1743074172952,1743074172913,1743074172863.0,80
1743074173866,1743074173852,1743074173852.0,
1743074173951,1743074173914,1743074173852.0,81
1743074174864,1743074174855,1743074174854.0,
1743074174944,1743074174907,1743074174853.0,80
1743074175867,1743074175859,1743074175859.0,
1743074175941,1743074175908,1743074175859.0,79
1743074176898,1743074176890,1743074176890.0,
1743074176990,1743074176941,1743074176890.0,78
1743074177899,1743074177890,1743074177890.0,
1743074177976,1743074177941,1743074177889.0,77
1743074178905,1743074178897,1743074178897.0,
1743074178990,1743074178952,1743074178897.0,76
1743074179893,1743074179884,1743074179884.0,
1743074179972,1743074179933,1743074179883.0,75
1743074180927,1743074180919,1743074180919.0,
1743074181013,1743074180970,1743074180918.0,74
1743074181927,1743074181919,1743074181919.0,
1743074182007,1743074181966,1743074181918.0,73
1743074182935,1743074182927,1743074182927.0,
1743074183024,1743074182986,1743074182927.0,72
1743074183941,1743074183933,1743074183933.0,
1743074184021,1743074183979,1743074183933.0,71
1743074184947,1743074184937,1743074184937.0,
1743074185036,1743074184992,1743074184938.0,70
1743074185959,1743074185951,1743074185951.0,
1743074186047,1743074186005,1743074185950.0,69
1743074186964,1743074186956,1743074186956.0,
1743074187043,1743074187006,1743074186955.0,68
1743074187979,1743074187968,1743074187968.0,
1743074188063,1743074188021,1743074187971.0,67
1743074188971,1743074188962,1743074188962.0,
1743074189047,1743074189013,1743074188962.0,66
1743074189962,1743074189954,1743074189954.0,
1743074190037,1743074189999,1743074189953.0,65
1743074190993,1743074190981,1743074190980.0,
1743074191063,1743074191027,1743074190979.0,64
1743074191990,1743074191982,1743074191982.0,
1743074192076,1743074192040,1743074191982.0,63
1743074192999,1743074192985,1743074192985.0,
1743074193088,1743074193049,1743074192985.0,62
1743074194001,1743074193993,1743074193993.0,
1743074194095,1743074194050,1743074193991.0,61
1743074195008,1743074194999,1743074194999.0,
1743074195087,1743074195053,1743074194999.0,60
1743074196000,1743074195992,1743074195992.0,
1743074196071,1743074196038,1743074195991.0,59
1743074197028,1743074197016,1743074197016.0,
1743074197107,1743074197062,1743074197016.0,58
1743074198023,1743074198015,1743074198015.0,
1743074198105,1743074198065,1743074198014.0,57
1743074199031,1743074199022,1743074199022.0,
1743074199121,1743074199079,1743074199022.0,56
1743074200022,1743074200014,1743074200013.0,
1743074200100,1743074200061,1743074200013.0,55
1743074201050,1743074201042,1743074201042.0,
1743074201137,1743074201098,1743074201041.0,54
1743074202034,1743074202026,1743074202026.0,
1743074202101,1743074202069,1743074202025.0,53
1743074203056,1743074203047,1743074203047.0,
1743074203140,1743074203099,1743074203047.0,52
1743074204067,1743074204059,1743074204059.0,
1743074204146,1743074204110,1743074204058.0,51
1743074205063,1743074205055,1743074205054.0,
1743074205154,1743074205116,1743074205053.0,50
1743074206074,1743074206064,1743074206064.0,
1743074206151,1743074206111,1743074206064.0,49
1743074207082,1743074207074,1743074207073.0,
1743074207179,1743074207134,1743074207073.0,48
1743074208096,1743074208083,1743074208083.0,
1743074208174,1743074208136,1743074208083.0,47
1743074209098,1743074209088,1743074209087.0,
1743074209170,1743074209134,1743074209088.0,46
1743074210090,1743074210078,1743074210078.0,
1743074210154,1743074210122,1743074210077.0,45
1743074211115,1743074211103,1743074211103.0,
1743074211186,1743074211154,1743074211103.0,44
1743074212109,1743074212100,1743074212100.0,
1743074212195,1743074212155,1743074212099.0,43
1743074213126,1743074213118,1743074213118.0,
1743074213199,1743074213163,1743074213118.0,42
1743074214128,1743074214121,1743074214120.0,
1743074214209,1743074214172,1743074214120.0,41
1743074215136,1743074215128,1743074215128.0,
1743074215225,1743074215182,1743074215128.0,40
1743074216146,1743074216139,1743074216138.0,
1743074216228,1743074216188,1743074216138.0,39
1743074217154,1743074217146,1743074217145.0,
1743074217235,1743074217200,1743074217145.0,38
1743074218154,1743074218147,1743074218147.0,
1743074218236,1743074218193,1743074218146.0,37
1743074219167,1743074219160,1743074219160.0,
1743074219243,1743074219206,1743074219159.0,36
1743074220154,1743074220146,1743074220146.0,
1743074220226,1743074220192,1743074220145.0,35
1743074221178,1743074221163,1743074221163.0,
1743074221252,1743074221214,1743074221163.0,34
1743074222196,1743074222187,1743074222187.0,
1743074222284,1743074222234,1743074222187.0,33
1743074223193,1743074223186,1743074223186.0,
1743074223270,1743074223239,1743074223185.0,32
1743074224196,1743074224189,1743074224189.0,
1743074224283,1743074224246,1743074224188.0,31
1743074225197,1743074225188,1743074225188.0,
1743074225274,1743074225236,1743074225188.0,30
1743074226201,1743074226192,1743074226192.0,
1743074226268,1743074226237,1743074226192.0,29
1743074227230,1743074227222,1743074227222.0,
1743074227307,1743074227271,1743074227222.0,28
1743074228228,1743074228220,1743074228220.0,
1743074228304,1743074228268,1743074228221.0,27
1743074229234,1743074229226,1743074229226.0,
1743074229327,1743074229285,1743074229225.0,26
1743074230222,1743074230215,1743074230215.0,
1743074230296,1743074230265,1743074230215.0,25
1743074231243,1743074231236,1743074231236.0,
1743074231326,1743074231295,1743074231236.0,24
1743074232235,1743074232228,1743074232228.0,
1743074232305,1743074232276,1743074232227.0,23
1743074233259,1743074233250,1743074233250.0,
1743074233333,1743074233300,1743074233250.0,22
1743074234266,1743074234259,1743074234259.0,
1743074234340,1743074234305,1743074234259.0,21
1743074235275,1743074235268,1743074235268.0,
1743074235361,1743074235323,1743074235267.0,20
1743074236274,1743074236268,1743074236267.0,
1743074236369,1743074236326,1743074236267.0,19
1743074237284,1743074237278,1743074237278.0,
1743074237392,1743074237332,1743074237277.0,20
1743074238270,1743074238263,1743074238263.0,
1743074238349,1743074238316,1743074238262.0,21
1743074239292,1743074239285,1743074239284.0,
1743074239381,1743074239334,1743074239284.0,22
1743074240280,1743074240274,1743074240273.0,
1743074240352,1743074240320,1743074240273.0,23
1743074241319,1743074241313,1743074241312.0,
1743074241404,1743074241364,1743074241312.0,24
1743074242313,1743074242307,1743074242306.0,
1743074242391,1743074242354,1743074242306.0,25
1743074243303,1743074243294,1743074243294.0,
1743074243365,1743074243336,1743074243293.0,26
1743074244324,1743074244316,1743074244315.0,
1743074244396,1743074244362,1743074244316.0,27
1743074245333,1743074245327,1743074245327.0,
1743074245441,1743074245378,1743074245326.0,28
1743074246344,1743074246338,1743074246338.0,
1743074246427,1743074246389,1743074246337.0,29
1743074247359,1743074247352,1743074247352.0,
1743074247451,1743074247414,1743074247352.0,30
1743074248357,1743074248351,1743074248351.0,
1743074248450,1743074248407,1743074248350.0,31
1743074249365,1743074249360,1743074249360.0,
1743074249447,1743074249414,1743074249359.0,32
1743074250352,1743074250347,1743074250347.0,
1743074250427,1743074250398,1743074250346.0,33
1743074251374,1743074251365,1743074251365.0,
1743074251446,1743074251414,1743074251365.0,34
1743074252383,1743074252377,1743074252377.0,
1743074252470,1743074252432,1743074252377.0,35
1743074253403,1743074253398,1743074253397.0,
1743074253465,1743074253434,1743074253389.0,36
1743074254394,1743074254388,1743074254388.0,
1743074254481,1743074254444,1743074254388.0,37
1743074255407,1743074255401,1743074255399.0,
1743074255495,1743074255452,1743074255402.0,38
1743074256421,1743074256416,1743074256415.0,
1743074256492,1743074256462,1743074256415.0,39
1743074257412,1743074257406,1743074257406.0,
1743074257496,1743074257459,1743074257405.0,40
1743074258445,1743074258439,1743074258439.0,
1743074258524,1743074258490,1743074258438.0,41
1743074259423,1743074259418,1743074259418.0,
1743074259507,1743074259471,1743074259418.0,42
1743074260415,1743074260409,1743074260409.0,
1743074260485,1743074260454,1743074260409.0,43
1743074261443,1743074261437,1743074261437.0,
1743074261524,1743074261489,1743074261437.0,44
1743074262440,1743074262435,1743074262435.0,
1743074262532,1743074262496,1743074262435.0,45
1743074263442,1743074263437,1743074263437.0,
1743074263522,1743074263486,1743074263437.0,46
1743074264461,1743074264456,1743074264456.0,
1743074264550,1743074264514,1743074264456.0,47
1743074265456,1743074265451,1743074265451.0,
1743074265537,1743074265501,1743074265450.0,48
1743074266461,1743074266454,1743074266454.0,
1743074266548,1743074266511,1743074266455.0,49
1743074267470,1743074267459,1743074267458.0,
1743074267543,1743074267510,1743074267458.0,50
1743074268478,1743074268470,1743074268469.0,
1743074268558,1743074268525,1743074268472.0,51
1743074269484,1743074269480,1743074269480.0,
1743074269567,1743074269533,1743074269479.0,52
1743074270467,1743074270462,1743074270462.0,
1743074270535,1743074270508,1743074270462.0,53
1743074271494,1743074271490,1743074271490.0,
1743074271593,1743074271549,1743074271489.0,54
1743074272494,1743074272490,1743074272490.0,
1743074272577,1743074272541,1743074272489.0,55
1743074273493,1743074273488,1743074273487.0,
1743074273573,1743074273537,1743074273487.0,56
1743074274510,1743074274498,1743074274496.0,
1743074274583,1743074274549,1743074274499.0,57
1743074275514,1743074275508,1743074275508.0,
1743074275589,1743074275556,1743074275507.0,58
1743074276519,1743074276512,1743074276512.0,
1743074276608,1743074276563,1743074276514.0,59
1743074277510,1743074277506,1743074277506.0,
1743074277595,1743074277558,1743074277505.0,60
1743074278533,1743074278529,1743074278529.0,
1743074278625,1743074278588,1743074278529.0,61
1743074279537,1743074279533,1743074279533.0,
1743074279625,1743074279587,1743074279533.0,62
1743074280532,1743074280527,1743074280527.0,
1743074280599,1743074280571,1743074280526.0,63
